KSH,OLD_ZYMC,NEW_ZYMC,NJ
910544,政法类09,政法类06,2013
910543,政法类09,政法类06,2013
910542,交叉学科类21,交叉学科类05,2013
910541,交叉学科类21,交叉学科类05,2013
910538,语言文学类18,语言文学类14,2013
910531,数学类04,工商管理类21,2013
910530,交叉学科类10,交叉学科类05,2013
910524,交叉学科类14,工科大类03,2013
910814,政法类09,政法类06,2013
910516,工商管理类12,仪器仪表类02,2013
910510,交叉学科类21,交叉学科类05,2013
910509,政法类09,政法类06,2013
910496,生命科学类03,生命科学类01,2013
910489,生命科学类28,生命科学类20,2013
910471,工科大类23,工科大类03,2013
910468,交叉学科类21,交叉学科类05,2013
910466,交叉学科类21,交叉学科类05,2013
910465,数学类04,数学类01,2013
910463,生命科学类28,生命科学类20,2013
910462,生命科学类02,工科大类03,2013
910459,语言文学类05,化学类07,2013
910450,物理学类01,交叉学科类05,2013
910441,语言文学类05,语言文学类12,2013
910511,交叉学科类21,交叉学科类05,2013
909942,交叉学科类21,交叉学科类05,2013
911760,社会学类01,工科大类23,2013
911766,语言文学类18,语言文学类14,2013
913022,机械类01,工科大类03,2013
913021,工商管理类20,工商管理类21,2013
913018,生命科学类03,交叉学科类05,2013
913010,生命科学类28,生命科学类20,2013
913008,数学类04,数学类02,2013
913005,生命科学类28,生命科学类22,2013
913003,物理学类04,交叉学科类05,2013
913000,数学类04,数学类01,2013
912999,化学类09,工商管理类21,2013
912988,工科大类16,工商管理类21,2013
912982,语言文学类18,语言文学类14,2013
912977,生命科学类28,生命科学类20,2013
912974,化学类02,化学类01,2013
912968,语言文学类18,语言文学类14,2013
912964,交叉学科类21,交叉学科类05,2013
912962,交叉学科类21,交叉学科类05,2013
912961,交叉学科类23,工商管理类21,2013
912956,数学类04,数学类02,2013
912954,生命科学类17,工商管理类09,2013
912941,工商管理类22,工商管理类21,2013
912938,工科大类16,工科大类03,2013
912934,生命科学类28,生命科学类20,2013
912933,生命科学类03,工商管理类21,2013
912928,物理学类02,工科大类03,2013
912927,语言文学类04,工商管理类01,2013
913038,生命科学类28,生命科学类22,2013
913040,工商管理类22,交叉学科类05,2013
913048,生命科学类28,生命科学类20,2013
913054,交叉学科类02,交叉学科类05,2013
913239,工商管理类09,语言文学类15,2013
913236,物理学类04,工商管理类14,2013
913235,工商管理类14,工商管理类01,2013
913233,工商管理类20,工商管理类21,2013
913231,生命科学类28,生命科学类22,2013
913225,物理学类04,生命科学类02,2013
913219,工商管理类14,工商管理类21,2013
913216,仪器仪表类02,工科大类03,2013
913215,工商管理类09,工商管理类01,2013
913207,工商管理类09,语言文学类15,2013
913199,交叉学科类10,工商管理类21,2013
913196,工科大类10,生命科学类01,2013
912926,数学类04,数学类01,2013
913192,化学类07,化学类01,2013
913188,生命科学类28,生命科学类20,2013
913187,工科大类10,工商管理类21,2013
913184,语言文学类02,工商管理类01,2013
913183,工商管理类09,工商管理类01,2013
913181,交叉学科类10,语言文学类16,2013
913171,生命科学类15,工商管理类01,2013
913137,政法类03,社会学类03,2013
913131,语言文学类18,语言文学类14,2013
913129,语言文学类18,语言文学类14,2013
913061,数学类04,数学类02,2013
913056,工科大类10,工科大类03,2013
913055,工商管理类04,政法类06,2013
913190,工商管理类20,工商管理类01,2013
912922,语言文学类18,语言文学类14,2013
912919,工商管理类04,数学类01,2013
912918,语言文学类18,语言文学类14,2013
912850,交叉学科类21,交叉学科类05,2013
912848,数学类04,交叉学科类05,2013
912844,物理学类02,工科大类24,2013
912840,语言文学类01,化学类01,2013
912814,交叉学科类13,工科大类16,2013
912809,交叉学科类21,交叉学科类05,2013
912807,政法类09,政法类06,2013
912805,生命科学类28,生命科学类20,2013
912801,政法类09,政法类06,2013
912797,数学类04,工商管理类21,2013
912790,交叉学科类22,交叉学科类02,2013
912788,生命科学类28,生命科学类20,2013
912851,交叉学科类21,交叉学科类05,2013
912787,语言文学类18,语言文学类14,2013
912783,化学类07,交叉学科类14,2013
912782,交叉学科类21,交叉学科类05,2013
912776,数学类04,数学类01,2013
912762,生命科学类03,生命科学类17,2013
912754,语言文学类16,工商管理类20,2013
912753,数学类04,数学类01,2013
912751,数学类04,数学类01,2013
912748,生命科学类28,生命科学类20,2013
912743,数学类04,数学类02,2013
912741,生命科学类28,生命科学类22,2013
912733,生命科学类01,生命科学类02,2013
912730,政法类09,政法类06,2013
912784,交叉学科类21,交叉学科类05,2013
913241,交叉学科类17,工商管理类21,2013
912854,交叉学科类10,工科大类23,2013
912864,生命科学类28,生命科学类20,2013
912917,生命科学类28,生命科学类20,2013
912916,生命科学类17,工商管理类01,2013
912915,交叉学科类21,交叉学科类05,2013
912914,交叉学科类21,交叉学科类05,2013
912913,政法类09,政法类06,2013
912912,交叉学科类21,交叉学科类05,2013
912911,交叉学科类21,交叉学科类05,2013
912910,交叉学科类21,交叉学科类05,2013
912909,数学类04,数学类02,2013
912907,生命科学类28,生命科学类20,2013
912902,工科大类16,交叉学科类02,2013
912901,政法类02,政法类06,2013
912857,生命科学类28,生命科学类20,2013
912897,化学类01,语言文学类01,2013
912894,数学类04,数学类01,2013
912893,机械类03,生命科学类01,2013
912890,语言文学类18,语言文学类14,2013
912888,化学类01,交叉学科类05,2013
912885,政法类09,政法类06,2013
912884,生命科学类03,生命科学类01,2013
912883,语言文学类18,语言文学类12,2013
912875,生命科学类28,生命科学类20,2013
912871,物理学类04,交叉学科类05,2013
912868,语言文学类18,语言文学类14,2013
912867,语言文学类18,工科大类23,2013
912866,生命科学类28,生命科学类22,2013
912895,语言文学类05,工科大类25,2013
912727,生命科学类28,生命科学类22,2013
913247,工商管理类14,工商管理类21,2013
913285,政法类03,工商管理类09,2013
913659,工科大类16,工商管理类12,2013
913657,语言文学类18,语言文学类14,2013
913655,工科大类23,工科大类24,2013
913654,语言文学类16,语言文学类17,2013
913653,语言文学类16,语言文学类17,2013
913652,交叉学科类02,工商管理类14,2013
913647,语言文学类18,语言文学类14,2013
913644,仪器仪表类02,仪器仪表类03,2013
913643,物理学类04,物理学类05,2013
913627,语言文学类16,政法类06,2013
913626,语言文学类02,语言文学类03,2013
913623,语言文学类18,语言文学类12,2013
913621,数学类04,数学类02,2013
913618,数学类04,数学类01,2013
913614,交叉学科类10,政法类06,2013
913609,生命科学类28,生命科学类20,2013
913608,生命科学类28,生命科学类20,2013
913600,数学类04,数学类01,2013
913597,生命科学类28,生命科学类20,2013
913595,工商管理类04,工科大类03,2013
913594,交叉学科类14,交叉学科类17,2013
913593,交叉学科类10,仪器仪表类02,2013
913587,社会学类01,化学类01,2013
913586,数学类04,数学类01,2013
913584,生命科学类28,生命科学类20,2013
913661,生命科学类28,生命科学类20,2013
913667,生命科学类28,生命科学类20,2013
913674,语言文学类18,语言文学类12,2013
913676,政法类02,政法类06,2013
911757,物理学类02,政法类06,2013
913742,物理学类01,交叉学科类17,2013
913741,语言文学类04,工商管理类01,2013
913732,物理学类01,工商管理类21,2013
913731,语言文学类05,语言文学类02,2013
913730,数学类04,数学类01,2013
913727,数学类04,数学类01,2013
913719,物理学类01,工科大类23,2013
913718,数学类04,数学类02,2013
913717,物理学类01,工商管理类01,2013
913714,数学类04,数学类01,2013
913713,物理学类01,工科大类03,2013
913575,生命科学类28,生命科学类22,2013
913712,物理学类01,工科大类03,2013
913710,语言文学类04,工科大类24,2013
913708,物理学类01,工商管理类21,2013
913706,数学类04,数学类02,2013
913703,语言文学类05,政法类06,2013
913702,数学类04,数学类01,2013
913701,数学类04,数学类01,2013
913699,语言文学类04,工商管理类21,2013
913697,物理学类01,工商管理类21,2013
913694,语言文学类04,工商管理类21,2013
913687,数学类04,数学类02,2013
913683,工科大类24,工科大类03,2013
913680,交叉学科类23,仪器仪表类02,2013
913711,物理学类01,工商管理类21,2013
913571,化学类01,工商管理类01,2013
913570,生命科学类01,仪器仪表类02,2013
913560,数学类04,数学类02,2013
913480,数学类04,数学类02,2013
913475,生命科学类28,生命科学类22,2013
913472,社会学类01,交叉学科类17,2013
913466,生命科学类13,仪器仪表类02,2013
913460,生命科学类10,生命科学类13,2013
913459,生命科学类28,生命科学类22,2013
913453,生命科学类28,生命科学类20,2013
913448,数学类04,数学类02,2013
913433,工科大类03,政法类06,2013
913431,数学类04,数学类01,2013
913430,交叉学科类14,工科大类03,2013
913424,生命科学类28,生命科学类20,2013
913485,数学类04,数学类02,2013
913420,数学类04,数学类01,2013
913399,工商管理类04,工科大类23,2013
913395,数学类04,数学类01,2013
913394,生命科学类17,工商管理类21,2013
913393,社会学类01,工科大类03,2013
913390,工商管理类04,政法类06,2013
913383,数学类04,数学类02,2013
913382,数学类04,工商管理类21,2013
913381,数学类04,数学类01,2013
913378,数学类04,数学类01,2013
913376,数学类04,数学类01,2013
913352,生命科学类28,生命科学类20,2013
913327,生命科学类28,生命科学类22,2013
913412,数学类04,数学类02,2013
913252,工商管理类09,工商管理类01,2013
913493,生命科学类28,生命科学类20,2013
913498,交叉学科类10,仪器仪表类02,2013
913559,数学类04,数学类01,2013
913557,数学类04,数学类02,2013
913555,工科大类03,工商管理类20,2013
913548,数学类04,数学类02,2013
913546,生命科学类13,工科大类03,2013
913545,生命科学类13,工科大类03,2013
913543,生命科学类13,工科大类03,2013
913536,数学类04,数学类01,2013
913530,生命科学类28,生命科学类20,2013
913529,生命科学类13,工科大类03,2013
913528,数学类04,数学类01,2013
913527,生命科学类28,生命科学类22,2013
913497,工商管理类04,交叉学科类05,2013
913526,数学类04,数学类02,2013
913524,社会学类01,工科大类03,2013
913523,交叉学科类10,交叉学科类02,2013
913521,数学类04,数学类01,2013
913520,数学类04,数学类02,2013
913519,生命科学类28,生命科学类20,2013
913518,生命科学类28,生命科学类22,2013
913512,生命科学类10,生命科学类13,2013
913510,生命科学类01,工科大类16,2013
913507,数学类04,数学类02,2013
913504,数学类04,数学类02,2013
913501,交叉学科类10,工科大类03,2013
913500,生命科学类13,工科大类03,2013
913525,生命科学类28,生命科学类20,2013
912712,语言文学类16,工商管理类20,2013
913220,工商管理类09,工商管理类01,2013
912698,政法类09,政法类06,2013
912093,生命科学类02,工商管理类20,2013
912091,语言文学类18,语言文学类14,2013
912085,社会学类01,工商管理类21,2013
912084,数学类04,数学类02,2013
912083,工商管理类02,物理学类04,2013
912073,数学类04,数学类02,2013
912070,语言文学类16,工商管理类12,2013
912068,交叉学科类21,交叉学科类05,2013
912067,政法类09,政法类06,2013
912066,交叉学科类21,交叉学科类05,2013
912065,政法类09,政法类06,2013
912060,数学类04,数学类02,2013
912050,交叉学科类13,政法类06,2013
912038,化学类09,工科大类24,2013
912035,数学类04,数学类01,2013
912034,生命科学类28,生命科学类22,2013
912030,语言文学类05,政法类06,2013
912029,交叉学科类21,交叉学科类05,2013
912017,政法类09,政法类06,2013
912011,数学类04,数学类02,2013
912006,政法类09,政法类06,2013
912005,政法类09,政法类06,2013
912003,工商管理类04,语言文学类12,2013
912001,生命科学类13,交叉学科类05,2013
912000,生命科学类28,生命科学类20,2013
912096,交叉学科类13,工科大类03,2013
912097,生命科学类28,生命科学类22,2013
912102,生命科学类28,生命科学类20,2013
912105,数学类04,数学类01,2013
912207,生命科学类28,生命科学类20,2013
912204,生命科学类28,生命科学类20,2013
912202,生命科学类28,生命科学类20,2013
912194,语言文学类18,语言文学类12,2013
912190,语言文学类18,语言文学类14,2013
912188,工科大类04,工科大类03,2013
912185,数学类04,数学类01,2013
912181,政法类02,语言文学类14,2013
912171,交叉学科类14,交叉学科类17,2013
912151,政法类02,工科大类03,2013
912150,语言文学类18,语言文学类14,2013
912146,交叉学科类21,交叉学科类05,2013
911999,生命科学类28,生命科学类20,2013
912145,交叉学科类21,交叉学科类05,2013
912140,工商管理类09,工商管理类01,2013
912133,交叉学科类21,交叉学科类05,2013
912128,交叉学科类10,交叉学科类05,2013
912124,物理学类02,工科大类03,2013
912121,政法类09,政法类06,2013
912118,生命科学类28,生命科学类20,2013
912117,政法类03,政法类06,2013
912114,生命科学类28,生命科学类20,2013
912113,政法类09,政法类06,2013
912111,政法类09,政法类06,2013
912110,交叉学科类18,交叉学科类17,2013
912109,交叉学科类21,交叉学科类05,2013
912141,数学类04,数学类01,2013
911974,生命科学类03,语言文学类01,2013
911960,数学类04,数学类02,2013
911959,数学类04,数学类01,2013
911857,语言文学类18,语言文学类14,2013
911851,政法类09,政法类06,2013
911850,工商管理类04,工科大类23,2013
911832,社会学类01,仪器仪表类02,2013
911831,生命科学类28,生命科学类20,2013
911827,数学类04,数学类01,2013
911812,语言文学类18,语言文学类12,2013
911809,政法类02,工商管理类21,2013
911802,交叉学科类10,物理学类01,2013
911800,工科大类24,工科大类23,2013
911796,生命科学类28,生命科学类20,2013
911793,工商管理类09,工商管理类01,2013
911858,交叉学科类23,工科大类03,2013
911790,交叉学科类10,工科大类03,2013
911780,政法类09,政法类06,2013
911779,政法类09,政法类06,2013
911778,交叉学科类21,交叉学科类05,2013
911777,政法类09,政法类06,2013
911776,交叉学科类21,交叉学科类05,2013
912703,交叉学科类21,交叉学科类05,2013
911774,生命科学类28,生命科学类20,2013
911772,物理学类01,工科大类24,2013
911770,数学类04,数学类01,2013
911769,数学类04,工科大类03,2013
911768,数学类04,数学类01,2013
911767,语言文学类18,语言文学类12,2013
911787,交叉学科类22,机械类01,2013
912212,数学类04,数学类01,2013
911859,语言文学类18,语言文学类14,2013
911871,数学类04,数学类02,2013
911956,生命科学类28,生命科学类20,2013
911946,数学类04,数学类02,2013
911945,交叉学科类14,工科大类24,2013
911944,交叉学科类21,交叉学科类05,2013
911942,语言文学类05,语言文学类15,2013
911939,生命科学类01,生命科学类02,2013
911937,生命科学类28,生命科学类20,2013
911932,交叉学科类10,工科大类03,2013
911930,政法类09,政法类06,2013
911927,政法类02,政法类03,2013
911926,工商管理类12,工科大类03,2013
911921,工科大类25,工科大类24,2013
911870,交叉学科类18,工商管理类21,2013
911918,交叉学科类21,交叉学科类05,2013
911915,数学类04,数学类02,2013
911914,数学类04,数学类01,2013
911913,语言文学类18,语言文学类14,2013
911908,语言文学类18,语言文学类14,2013
911907,语言文学类05,工商管理类12,2013
911905,语言文学类18,语言文学类14,2013
911903,化学类01,交叉学科类05,2013
911892,化学类01,交叉学科类05,2013
911883,语言文学类05,工商管理类01,2013
911880,工科大类16,工商管理类01,2013
911875,交叉学科类23,工科大类23,2013
911872,机械类03,仪器仪表类02,2013
911916,生命科学类02,生命科学类03,2013
912216,工商管理类08,工商管理类01,2013
911775,交叉学科类21,交叉学科类05,2013
912234,生命科学类02,工商管理类20,2013
912564,交叉学科类21,交叉学科类05,2013
912557,政法类09,政法类06,2013
912545,化学类07,工科大类24,2013
912537,工科大类24,工科大类03,2013
912536,交叉学科类18,语言文学类12,2013
912535,工科大类10,工科大类03,2013
912532,工商管理类04,语言文学类16,2013
912529,工科大类04,工科大类03,2013
912526,政法类03,工商管理类09,2013
912520,生命科学类13,交叉学科类05,2013
912518,工商管理类14,工商管理类21,2013
912517,语言文学类18,语言文学类14,2013
912565,机械类01,工商管理类21,2013
912510,生命科学类28,生命科学类20,2013
912501,数学类04,数学类02,2013
912499,语言文学类18,语言文学类14,2013
912497,生命科学类03,工商管理类01,2013
912495,生命科学类28,生命科学类20,2013
912493,语言文学类18,语言文学类14,2013
912491,机械类03,政法类06,2013
912489,语言文学类03,工商管理类01,2013
912487,工商管理类20,工商管理类01,2013
912486,机械类01,工科大类03,2013
912485,工商管理类22,工商管理类21,2013
912483,生命科学类03,工科大类03,2013
912481,数学类04,数学类01,2013
912509,工科大类10,工商管理类01,2013
912480,化学类01,工科大类03,2013
912579,语言文学类05,化学类07,2013
912590,语言文学类18,语言文学类14,2013
912222,政法类09,政法类06,2013
912696,政法类09,政法类06,2013
912694,交叉学科类21,交叉学科类05,2013
912692,社会学类01,交叉学科类18,2013
912688,生命科学类28,生命科学类20,2013
912684,生命科学类28,生命科学类20,2013
912681,语言文学类03,语言文学类16,2013
912680,交叉学科类22,工科大类15,2013
912678,数学类04,数学类02,2013
912677,政法类09,政法类06,2013
912671,化学类09,政法类06,2013
912662,生命科学类28,生命科学类20,2013
912583,政法类09,政法类06,2013
912658,语言文学类16,交叉学科类17,2013
912641,语言文学类18,语言文学类14,2013
912640,生命科学类28,生命科学类20,2013
912629,政法类02,政法类06,2013
912626,语言文学类18,工科大类03,2013
912618,生命科学类28,生命科学类22,2013
912616,语言文学类18,语言文学类12,2013
912610,工科大类04,工科大类03,2013
912603,政法类09,政法类06,2013
912598,语言文学类05,语言文学类01,2013
912595,政法类03,工商管理类09,2013
912593,政法类09,政法类06,2013
912592,政法类09,政法类06,2013
912646,语言文学类05,政法类06,2013
912473,工商管理类04,工商管理类01,2013
912690,交叉学科类21,交叉学科类05,2013
912463,政法类09,政法类06,2013
912362,政法类09,政法类06,2013
912361,交叉学科类22,仪器仪表类02,2013
912349,政法类09,政法类06,2013
912343,交叉学科类21,交叉学科类05,2013
912333,数学类04,数学类01,2013
912330,生命科学类28,生命科学类20,2013
912326,生命科学类28,生命科学类20,2013
912325,交叉学科类21,交叉学科类05,2013
912322,政法类09,政法类06,2013
912319,政法类09,政法类06,2013
912317,交叉学科类21,交叉学科类05,2013
912312,政法类09,政法类06,2013
912307,工商管理类02,工商管理类01,2013
912304,生命科学类28,生命科学类20,2013
912288,机械类03,工商管理类21,2013
912282,交叉学科类21,交叉学科类05,2013
912277,物理学类02,工商管理类09,2013
912275,数学类04,工商管理类01,2013
912268,生命科学类28,生命科学类20,2013
912266,语言文学类18,语言文学类12,2013
912265,政法类02,政法类06,2013
912262,语言文学类18,语言文学类12,2013
912256,物理学类01,工科大类23,2013
912243,语言文学类18,语言文学类14,2013
912469,生命科学类28,生命科学类22,2013
912363,交叉学科类21,交叉学科类05,2013
912364,数学类04,数学类02,2013
912252,生命科学类02,政法类06,2013
912374,语言文学类18,语言文学类12,2013
912459,交叉学科类21,交叉学科类05,2013
912371,生命科学类28,生命科学类20,2013
912458,交叉学科类21,交叉学科类05,2013
912457,化学类01,交叉学科类10,2013
912456,政法类09,政法类06,2013
912455,工科大类04,工科大类03,2013
912451,机械类01,生命科学类01,2013
912445,机械类03,机械类01,2013
912442,交叉学科类02,交叉学科类05,2013
912440,数学类04,数学类02,2013
912439,语言文学类18,语言文学类12,2013
912423,生命科学类28,生命科学类20,2013
912420,语言文学类03,工商管理类14,2013
912236,生命科学类28,生命科学类20,2013
912417,数学类04,数学类01,2013
912418,交叉学科类02,工商管理类20,2013
912387,政法类09,政法类06,2013
912390,交叉学科类22,交叉学科类05,2013
912395,政法类09,政法类06,2013
912397,生命科学类28,生命科学类22,2013
912402,生命科学类28,生命科学类20,2013
912377,政法类03,工商管理类01,2013
912404,化学类02,物理学类04,2013
912405,政法类03,政法类06,2013
912407,语言文学类05,工商管理类01,2013
912415,工商管理类14,生命科学类03,2013
912412,化学类09,工商管理类09,2013
915839,交叉学科类05,交叉学科类06,2014
915838,交叉学科类05,交叉学科类06,2014
915837,政法类06,政法类07,2014
915823,生命科学类28,生命科学类20,2014
915804,生命科学类13,交叉学科类05,2014
915792,生命科学类28,生命科学类22,2014
915786,生命科学类28,生命科学类22,2014
915777,语言文学类18,语言文学类14,2014
915748,生命科学类28,生命科学类20,2014
915743,生命科学类28,生命科学类22,2014
915737,语言文学类18,语言文学类14,2014
915550,政法类06,政法类07,2014
915724,交叉学科类05,工科大类03,2014
915700,化学类09,交叉学科类05,2014
915692,语言文学类18,语言文学类12,2014
915840,政法类06,政法类07,2014
915685,生命科学类28,生命科学类22,2014
915684,语言文学类18,语言文学类14,2014
915682,生命科学类28,生命科学类20,2014
915662,生命科学类28,生命科学类22,2014
915645,生命科学类28,生命科学类20,2014
915637,生命科学类28,生命科学类20,2014
915612,生命科学类28,生命科学类20,2014
915738,生命科学类28,生命科学类20,2014
915687,语言文学类18,语言文学类12,2014
915934,生命科学类28,生命科学类22,2014
915872,生命科学类28,生命科学类22,2014
916314,生命科学类01,交叉学科类05,2014
916307,生命科学类28,生命科学类22,2014
915549,交叉学科类05,交叉学科类06,2014
916299,交叉学科类10,交叉学科类05,2014
916292,生命科学类28,生命科学类20,2014
916231,生命科学类28,生命科学类20,2014
916202,生命科学类28,生命科学类22,2014
916199,语言文学类18,语言文学类12,2014
916198,物理学类04,交叉学科类05,2014
916194,生命科学类28,生命科学类20,2014
916186,生命科学类28,生命科学类20,2014
916178,生命科学类28,生命科学类20,2014
916130,生命科学类28,生命科学类22,2014
916086,语言文学类18,语言文学类12,2014
916078,生命科学类28,生命科学类20,2014
916054,语言文学类18,语言文学类12,2014
916044,生命科学类28,生命科学类20,2014
916036,生命科学类28,生命科学类20,2014
916015,交叉学科类18,交叉学科类05,2014
916004,语言文学类18,语言文学类14,2014
915983,生命科学类02,交叉学科类05,2014
915937,交叉学科类17,交叉学科类05,2014
915923,交叉学科类05,交叉学科类06,2014
915912,生命科学类28,生命科学类20,2014
915882,生命科学类28,生命科学类22,2014
915866,生命科学类28,生命科学类20,2014
916057,生命科学类28,生命科学类20,2014
915397,语言文学类18,语言文学类12,2014
915547,交叉学科类05,交叉学科类06,2014
915361,交叉学科类05,交叉学科类06,2014
915360,政法类06,政法类07,2014
915359,交叉学科类05,交叉学科类06,2014
915358,交叉学科类05,交叉学科类06,2014
915356,生命科学类28,生命科学类22,2014
915350,生命科学类01,交叉学科类05,2014
915348,语言文学类18,语言文学类14,2014
915332,交叉学科类13,交叉学科类05,2014
915327,语言文学类18,语言文学类12,2014
915326,生命科学类28,生命科学类22,2014
915324,生命科学类28,生命科学类22,2014
915362,交叉学科类05,交叉学科类06,2014
915308,语言文学类18,语言文学类14,2014
915299,物理学类02,交叉学科类05,2014
915270,语言文学类18,语言文学类14,2014
915248,生命科学类28,生命科学类20,2014
915247,生命科学类28,生命科学类22,2014
915234,语言文学类18,语言文学类14,2014
915221,政法类06,政法类07,2014
915217,生命科学类28,生命科学类20,2014
915205,语言文学类18,语言文学类12,2014
915203,语言文学类18,语言文学类14,2014
916341,语言文学类18,语言文学类12,2014
915202,生命科学类28,生命科学类20,2014
915305,语言文学类18,语言文学类14,2014
915363,政法类06,政法类07,2014
915383,语言文学类18,语言文学类12,2014
915395,生命科学类28,生命科学类22,2014
915546,政法类06,政法类07,2014
915545,政法类06,政法类07,2014
915544,政法类06,政法类07,2014
915543,交叉学科类05,交叉学科类06,2014
915542,政法类06,政法类07,2014
915541,交叉学科类05,交叉学科类06,2014
915540,政法类06,政法类07,2014
915539,交叉学科类05,交叉学科类06,2014
915537,交叉学科类05,交叉学科类06,2014
915531,生命科学类28,生命科学类20,2014
915512,生命科学类28,生命科学类22,2014
915507,交叉学科类17,交叉学科类05,2014
915506,交叉学科类02,交叉学科类05,2014
915495,生命科学类28,生命科学类20,2014
915489,工科大类16,交叉学科类05,2014
915480,语言文学类18,语言文学类12,2014
915467,生命科学类28,生命科学类20,2014
915460,生命科学类28,生命科学类22,2014
915459,生命科学类28,生命科学类20,2014
915456,语言文学类18,语言文学类12,2014
915450,生命科学类28,生命科学类20,2014
915443,语言文学类18,语言文学类14,2014
915436,生命科学类28,生命科学类20,2014
915414,生命科学类28,生命科学类20,2014
915398,生命科学类28,生命科学类22,2014
915548,交叉学科类05,交叉学科类06,2014
916343,生命科学类28,生命科学类22,2014
917026,生命科学类28,生命科学类20,2014
916366,交叉学科类02,交叉学科类05,2014
917218,生命科学类16,生命科学类02,2014
917205,工科大类30,工科大类24,2014
917194,工科大类09,工科大类03,2014
917184,工科大类09,工科大类03,2014
917172,语言文学类18,语言文学类12,2014
917171,工科大类09,工科大类33,2014
917159,工科大类09,工科大类31,2014
917157,生命科学类16,生命科学类01,2014
917156,工科大类30,工科大类23,2014
917155,语言文学类18,语言文学类14,2014
917101,语言文学类18,语言文学类14,2014
917276,生命科学类28,生命科学类22,2014
917099,语言文学类18,语言文学类14,2014
917044,政法类06,政法类07,2014
917043,政法类06,政法类07,2014
917042,政法类06,政法类07,2014
917041,政法类06,政法类07,2014
917040,政法类06,政法类07,2014
917039,交叉学科类05,交叉学科类06,2014
917038,交叉学科类05,交叉学科类06,2014
917037,交叉学科类05,交叉学科类06,2014
917036,政法类06,政法类07,2014
917035,交叉学科类05,交叉学科类06,2014
917034,交叉学科类05,交叉学科类06,2014
917072,社会学类02,社会学类03,2014
917029,语言文学类18,语言文学类14,2014
917277,生命科学类28,生命科学类22,2014
917313,生命科学类28,生命科学类20,2014
915188,生命科学类28,生命科学类22,2014
917554,语言文学类18,语言文学类14,2014
917553,生命科学类28,生命科学类22,2014
917533,语言文学类18,语言文学类14,2014
917521,生命科学类28,生命科学类20,2014
917519,语言文学类18,语言文学类14,2014
917501,语言文学类03,语言文学类04,2014
917497,语言文学类02,语言文学类03,2014
917496,交叉学科类23,交叉学科类24,2014
917485,语言文学类18,语言文学类14,2014
917481,物理学类04,物理学类05,2014
917278,生命科学类28,生命科学类20,2014
917480,仪器仪表类02,仪器仪表类03,2014
917460,生命科学类28,生命科学类22,2014
917451,生命科学类28,生命科学类20,2014
917427,生命科学类28,生命科学类20,2014
917410,生命科学类28,生命科学类20,2014
917398,生命科学类28,生命科学类22,2014
917388,生命科学类28,生命科学类20,2014
917369,生命科学类28,生命科学类20,2014
917353,生命科学类28,生命科学类20,2014
917350,生命科学类28,生命科学类20,2014
917333,生命科学类28,生命科学类20,2014
917322,生命科学类28,生命科学类22,2014
917467,生命科学类28,生命科学类20,2014
917027,生命科学类28,生命科学类20,2014
917017,语言文学类18,语言文学类14,2014
916995,生命科学类28,生命科学类20,2014
916723,生命科学类28,生命科学类29,2014
916693,语言文学类18,语言文学类14,2014
916683,生命科学类28,生命科学类20,2014
916682,语言文学类18,语言文学类12,2014
916679,生命科学类28,生命科学类22,2014
916616,交叉学科类02,交叉学科类05,2014
916611,生命科学类28,生命科学类20,2014
916606,生命科学类28,生命科学类20,2014
916590,数学类04,数学类05,2014
916588,生命科学类28,生命科学类20,2014
916567,生命科学类28,生命科学类20,2014
916725,生命科学类17,生命科学类18,2014
916550,语言文学类18,语言文学类12,2014
916538,语言文学类18,语言文学类14,2014
916533,生命科学类28,生命科学类22,2014
916524,生命科学类28,交叉学科类05,2014
916519,语言文学类18,语言文学类12,2014
916513,生命科学类28,生命科学类20,2014
916500,语言文学类18,语言文学类14,2014
916487,生命科学类28,生命科学类22,2014
916470,交叉学科类05,交叉学科类06,2014
916442,交叉学科类17,交叉学科类05,2014
916411,生命科学类28,生命科学类20,2014
916397,生命科学类28,生命科学类22,2014
916544,语言文学类18,语言文学类12,2014
916728,语言文学类18,语言文学类14,2014
916735,语言文学类18,语言文学类14,2014
916750,交叉学科类05,交叉学科类06,2014
916992,语言文学类18,语言文学类14,2014
916985,生命科学类28,生命科学类20,2014
916976,语言文学类18,语言文学类14,2014
916973,机械类01,交叉学科类05,2014
916953,生命科学类01,交叉学科类05,2014
916951,生命科学类28,生命科学类22,2014
916937,语言文学类18,语言文学类14,2014
916933,语言文学类18,语言文学类12,2014
916930,生命科学类28,生命科学类22,2014
916924,生命科学类28,生命科学类20,2014
916877,生命科学类28,生命科学类22,2014
916860,物理学类04,交叉学科类05,2014
916859,生命科学类28,生命科学类20,2014
916856,生命科学类01,交叉学科类05,2014
916854,交叉学科类05,交叉学科类06,2014
916836,语言文学类18,语言文学类14,2014
916827,生命科学类28,生命科学类20,2014
916807,交叉学科类10,交叉学科类05,2014
916806,生命科学类28,生命科学类20,2014
916787,生命科学类28,生命科学类20,2014
916777,语言文学类18,语言文学类14,2014
916774,生命科学类10,生命科学类11,2014
916768,政法类06,政法类07,2014
916764,交叉学科类05,交叉学科类06,2014
916751,政法类06,政法类07,2014
916352,物理学类04,交叉学科类05,2014
915179,化学类01,交叉学科类05,2014
916105,交叉学科类14,交叉学科类05,2014
915174,语言文学类18,语言文学类12,2014
